product_id,name,category,subcategory,price,stock,initial_rating,added_date,description
250,HP Ordinateurs Desktop Lite,Ordinateurs,Desktop,2172.74,303,4.4,2025-08-25 10:25:45.743084,Révolutionnaire HP Ordinateurs Desktop Lite. Interface intuitive. Idéal pour desktop. Catégorie Ordinateurs.
251,HP Audio Écouteurs Standard,Audio,Écouteurs,183.95,46,4.4,2024-12-18 10:25:45.743084,Premium HP Audio Écouteurs Standard. Connectivité avancée. Idéal pour écouteurs. Catégorie Audio.
252,Lenovo Audio Casque Bluetooth Lite,Audio,Casque Bluetooth,222.41,183,3.6,2024-11-03 10:25:45.743084,Performant Lenovo Audio Casque Bluetooth Lite. Longue autonomie. Idéal pour casque bluetooth. Catégorie Audio.
253,Dell Audio Casque Bluetooth Standard,Audio,Casque Bluetooth,138.65,104,4.4,2025-03-06 10:25:45.743084,Performant Dell Audio Casque Bluetooth Standard. Haute performance. Idéal pour casque bluetooth. Catégorie Audio.
254,Sony Smartphones Android Lite,Smartphones,Android,1473.09,368,4.1,2025-09-17 10:25:45.743084,Performant Sony Smartphones Android Lite. Interface intuitive. Idéal pour android. Catégorie Smartphones.
255,Asus Audio Casque Bluetooth Plus,Audio,Casque Bluetooth,263.59,459,4.6,2025-07-14 10:25:45.743084,Premium Asus Audio Casque Bluetooth Plus. Haute performance. Idéal pour casque bluetooth. Catégorie Audio.
256,HP Ordinateurs Laptop Plus,Ordinateurs,Laptop,2990.19,246,4.7,2024-12-23 10:25:45.743084,Polyvalent HP Ordinateurs Laptop Plus. Design moderne. Idéal pour laptop. Catégorie Ordinateurs.
257,Acer Audio Enceinte Standard,Audio,Enceinte,260.2,263,4.3,2025-03-15 10:25:45.743084,Élégant Acer Audio Enceinte Standard. Design moderne. Idéal pour enceinte. Catégorie Audio.
258,HP Accessoires Souris Plus,Accessoires,Souris,51.75,205,3.5,2025-04-11 10:25:45.743084,Innovant HP Accessoires Souris Plus. Longue autonomie. Idéal pour souris. Catégorie Accessoires.
259,Dell Audio Soundbar Standard,Audio,Soundbar,268.5,17,4.5,2024-08-16 10:25:45.743084,Polyvalent Dell Audio Soundbar Standard. Haute performance. Idéal pour soundbar. Catégorie Audio.
260,Lenovo Wearables Smartwatch Lite,Wearables,Smartwatch,127.72,363,4.6,2024-04-03 10:25:45.743084,Performant Lenovo Wearables Smartwatch Lite. Interface intuitive. Idéal pour smartwatch. Catégorie Wearables.
261,Lenovo Gaming Jeux Standard,Gaming,Jeux,1828.59,250,3.9,2025-02-12 10:25:45.743084,Puissant Lenovo Gaming Jeux Standard. Interface intuitive. Idéal pour jeux. Catégorie Gaming.
262,Lenovo Composants SSD Max,Composants,SSD,1646.17,237,4.2,2024-02-23 10:25:45.743084,Compact Lenovo Composants SSD Max. Interface intuitive. Idéal pour ssd. Catégorie Composants.
263,Samsung Composants Processeur Standard,Composants,Processeur,1465.35,339,4.9,2024-03-09 10:25:45.743084,Polyvalent Samsung Composants Processeur Standard. Connectivité avancée. Idéal pour processeur. Catégorie Composants.
264,Asus Gaming Jeux Pro,Gaming,Jeux,1297.69,406,3.9,2024-07-18 10:25:45.743084,Compact Asus Gaming Jeux Pro. Longue autonomie. Idéal pour jeux. Catégorie Gaming.
265,Lenovo Smart Home Caméra Max,Smart Home,Caméra,310.93,452,3.8,2025-03-20 10:25:45.743084,Compact Lenovo Smart Home Caméra Max. Longue autonomie. Idéal pour caméra. Catégorie Smart Home.
266,Lenovo Wearables Bracelet Connecté Pro,Wearables,Bracelet Connecté,797.71,320,3.8,2025-03-28 10:25:45.743084,Élégant Lenovo Wearables Bracelet Connecté Pro. Design moderne. Idéal pour bracelet connecté. Catégorie Wearables.
267,Sony Photo Drone Lite,Photo,Drone,1606.59,364,4.3,2024-06-28 10:25:45.743084,Polyvalent Sony Photo Drone Lite. Connectivité avancée. Idéal pour drone. Catégorie Photo.
268,LG Ordinateurs Laptop Max,Ordinateurs,Laptop,2449.21,301,4.9,2025-08-09 10:25:45.743084,Compact LG Ordinateurs Laptop Max. Design moderne. Idéal pour laptop. Catégorie Ordinateurs.
269,Xiaomi Ordinateurs Laptop Max,Ordinateurs,Laptop,1953.51,65,4.4,2024-03-21 10:25:45.743084,Compact Xiaomi Ordinateurs Laptop Max. Design moderne. Idéal pour laptop. Catégorie Ordinateurs.
270,Lenovo Gaming Console Plus,Gaming,Console,1956.58,335,4.0,2023-12-05 10:25:45.743084,Puissant Lenovo Gaming Console Plus. Design moderne. Idéal pour console. Catégorie Gaming.
271,Samsung Accessoires Clavier Plus,Accessoires,Clavier,167.28,452,4.5,2024-02-14 10:25:45.743084,Premium Samsung Accessoires Clavier Plus. Haute performance. Idéal pour clavier. Catégorie Accessoires.
272,Lenovo Gaming Jeux Pro,Gaming,Jeux,1997.35,149,4.4,2023-12-29 10:25:45.743084,Élégant Lenovo Gaming Jeux Pro. Longue autonomie. Idéal pour jeux. Catégorie Gaming.
273,Acer Tablettes Android Tablet Standard,Tablettes,Android Tablet,767.74,192,4.4,2024-01-13 10:25:45.743084,Polyvalent Acer Tablettes Android Tablet Standard. Longue autonomie. Idéal pour android tablet. Catégorie Tablettes.
274,Dell Accessoires Cable Standard,Accessoires,Cable,48.86,395,3.7,2025-03-29 10:25:45.743084,Compact Dell Accessoires Cable Standard. Interface intuitive. Idéal pour cable. Catégorie Accessoires.
275,Acer Photo Appareil Photo Standard,Photo,Appareil Photo,2667.33,146,4.5,2025-09-29 10:25:45.743084,Polyvalent Acer Photo Appareil Photo Standard. Haute performance. Idéal pour appareil photo. Catégorie Photo.
276,HP Smart Home Thermostat Standard,Smart Home,Thermostat,370.0,405,4.1,2023-12-02 10:25:45.743084,Innovant HP Smart Home Thermostat Standard. Connectivité avancée. Idéal pour thermostat. Catégorie Smart Home.
277,HP Ordinateurs Ultrabook Plus,Ordinateurs,Ultrabook,2435.9,182,3.5,2024-05-06 10:25:45.743084,Innovant HP Ordinateurs Ultrabook Plus. Design moderne. Idéal pour ultrabook. Catégorie Ordinateurs.
278,Apple Wearables Bracelet Connecté Max,Wearables,Bracelet Connecté,100.36,105,4.3,2024-11-30 10:25:45.743084,Polyvalent Apple Wearables Bracelet Connecté Max. Design moderne. Idéal pour bracelet connecté. Catégorie Wearables.
279,Samsung Gaming PC Gaming Lite,Gaming,PC Gaming,1109.05,235,5.0,2025-07-16 10:25:45.743084,Compact Samsung Gaming PC Gaming Lite. Connectivité avancée. Idéal pour pc gaming. Catégorie Gaming.
280,Lenovo Tablettes Android Tablet Standard,Tablettes,Android Tablet,397.0,125,4.0,2025-09-30 10:25:45.743084,Premium Lenovo Tablettes Android Tablet Standard. Haute performance. Idéal pour android tablet. Catégorie Tablettes.
281,Acer Tablettes Windows Tablet Lite,Tablettes,Windows Tablet,1068.66,445,4.9,2024-10-04 10:25:45.743084,Compact Acer Tablettes Windows Tablet Lite. Longue autonomie. Idéal pour windows tablet. Catégorie Tablettes.
282,Sony Ordinateurs Workstation Plus,Ordinateurs,Workstation,882.26,178,3.6,2024-04-09 10:25:45.743084,Compact Sony Ordinateurs Workstation Plus. Longue autonomie. Idéal pour workstation. Catégorie Ordinateurs.
283,LG Ordinateurs Workstation Lite,Ordinateurs,Workstation,2166.14,431,4.6,2024-09-10 10:25:45.743084,Puissant LG Ordinateurs Workstation Lite. Longue autonomie. Idéal pour workstation. Catégorie Ordinateurs.
284,Xiaomi Accessoires Casque Plus,Accessoires,Casque,60.55,400,3.7,2025-08-02 10:25:45.743084,Puissant Xiaomi Accessoires Casque Plus. Connectivité avancée. Idéal pour casque. Catégorie Accessoires.
285,Lenovo Ordinateurs Laptop Plus,Ordinateurs,Laptop,1391.36,12,3.9,2025-08-04 10:25:45.743084,Performant Lenovo Ordinateurs Laptop Plus. Longue autonomie. Idéal pour laptop. Catégorie Ordinateurs.
286,HP Smartphones iPhone Pro,Smartphones,iPhone,1422.73,230,4.4,2024-02-11 10:25:45.743084,Puissant HP Smartphones iPhone Pro. Design moderne. Idéal pour iphone. Catégorie Smartphones.
287,LG Gaming Console Pro,Gaming,Console,632.81,27,4.4,2024-01-22 10:25:45.743084,Polyvalent LG Gaming Console Pro. Longue autonomie. Idéal pour console. Catégorie Gaming.
288,Dell Audio Casque Bluetooth Lite,Audio,Casque Bluetooth,74.65,378,4.7,2025-09-11 10:25:45.743084,Compact Dell Audio Casque Bluetooth Lite. Connectivité avancée. Idéal pour casque bluetooth. Catégorie Audio.
289,HP Audio Casque Bluetooth Plus,Audio,Casque Bluetooth,62.56,322,4.4,2025-04-20 10:25:45.743084,Premium HP Audio Casque Bluetooth Plus. Interface intuitive. Idéal pour casque bluetooth. Catégorie Audio.
290,HP Smartphones Feature Phone Pro,Smartphones,Feature Phone,856.0,260,4.4,2025-03-23 10:25:45.743084,Polyvalent HP Smartphones Feature Phone Pro. Connectivité avancée. Idéal pour feature phone. Catégorie Smartphones.
291,Lenovo Gaming Console Lite,Gaming,Console,1355.08,99,4.9,2025-02-24 10:25:45.743084,Premium Lenovo Gaming Console Lite. Design moderne. Idéal pour console. Catégorie Gaming.
292,Acer Wearables Lunettes AR Lite,Wearables,Lunettes AR,329.11,187,4.2,2024-05-29 10:25:45.743084,Puissant Acer Wearables Lunettes AR Lite. Haute performance. Idéal pour lunettes ar. Catégorie Wearables.
293,Sony Accessoires Clavier Lite,Accessoires,Clavier,141.15,398,3.8,2024-08-31 10:25:45.743084,Innovant Sony Accessoires Clavier Lite. Longue autonomie. Idéal pour clavier. Catégorie Accessoires.
294,HP Smart Home Alarme Lite,Smart Home,Alarme,77.47,336,3.7,2025-09-12 10:25:45.743084,Compact HP Smart Home Alarme Lite. Longue autonomie. Idéal pour alarme. Catégorie Smart Home.
295,LG Gaming Console Pro,Gaming,Console,1743.2,299,4.1,2025-03-28 10:25:45.743084,Performant LG Gaming Console Pro. Connectivité avancée. Idéal pour console. Catégorie Gaming.
296,Acer Photo Drone Lite,Photo,Drone,4137.87,118,4.6,2025-03-21 10:25:45.743084,Révolutionnaire Acer Photo Drone Lite. Design moderne. Idéal pour drone. Catégorie Photo.
297,Sony Photo Drone Lite,Photo,Drone,4931.83,45,3.6,2025-04-04 10:25:45.743084,Premium Sony Photo Drone Lite. Haute performance. Idéal pour drone. Catégorie Photo.
298,Acer Ordinateurs Laptop Standard,Ordinateurs,Laptop,2841.26,412,3.7,2024-07-29 10:25:45.743084,Révolutionnaire Acer Ordinateurs Laptop Standard. Connectivité avancée. Idéal pour laptop. Catégorie Ordinateurs.
299,Acer Smartphones iPhone Standard,Smartphones,iPhone,663.06,67,3.7,2025-05-13 10:25:45.743084,Premium Acer Smartphones iPhone Standard. Longue autonomie. Idéal pour iphone. Catégorie Smartphones.
300,Asus Ordinateurs Workstation Pro,Ordinateurs,Workstation,1498.19,383,4.4,2024-10-21 10:25:45.743084,Innovant Asus Ordinateurs Workstation Pro. Longue autonomie. Idéal pour workstation. Catégorie Ordinateurs.
301,Asus Ordinateurs Workstation Pro,Ordinateurs,Workstation,2364.91,479,3.9,2025-05-11 10:25:45.743084,Compact Asus Ordinateurs Workstation Pro. Interface intuitive. Idéal pour workstation. Catégorie Ordinateurs.
302,Xiaomi Smartphones iPhone Lite,Smartphones,iPhone,374.31,304,3.7,2025-05-17 10:25:45.743084,Premium Xiaomi Smartphones iPhone Lite. Longue autonomie. Idéal pour iphone. Catégorie Smartphones.
303,Apple Wearables Lunettes AR Plus,Wearables,Lunettes AR,319.81,170,4.4,2023-11-23 10:25:45.743084,Élégant Apple Wearables Lunettes AR Plus. Interface intuitive. Idéal pour lunettes ar. Catégorie Wearables.
304,Asus Smartphones Android Standard,Smartphones,Android,354.1,357,4.6,2023-12-07 10:25:45.743084,Révolutionnaire Asus Smartphones Android Standard. Longue autonomie. Idéal pour android. Catégorie Smartphones.
305,LG Composants SSD Pro,Composants,SSD,937.03,195,4.0,2025-01-18 10:25:45.743084,Premium LG Composants SSD Pro. Haute performance. Idéal pour ssd. Catégorie Composants.
306,Asus Audio Enceinte Lite,Audio,Enceinte,289.44,332,4.4,2024-03-05 10:25:45.743084,Puissant Asus Audio Enceinte Lite. Design moderne. Idéal pour enceinte. Catégorie Audio.
307,Asus Smartphones Feature Phone Pro,Smartphones,Feature Phone,474.51,19,3.6,2024-12-01 10:25:45.743084,Performant Asus Smartphones Feature Phone Pro. Interface intuitive. Idéal pour feature phone. Catégorie Smartphones.
308,HP Accessoires Souris Max,Accessoires,Souris,15.06,110,4.9,2025-02-07 10:25:45.743084,Polyvalent HP Accessoires Souris Max. Longue autonomie. Idéal pour souris. Catégorie Accessoires.
309,Xiaomi Smartphones Android Lite,Smartphones,Android,1135.16,145,4.0,2024-09-22 10:25:45.743084,Compact Xiaomi Smartphones Android Lite. Interface intuitive. Idéal pour android. Catégorie Smartphones.
310,Dell Composants SSD Max,Composants,SSD,89.01,191,5.0,2024-11-24 10:25:45.743084,Compact Dell Composants SSD Max. Connectivité avancée. Idéal pour ssd. Catégorie Composants.
311,Xiaomi Gaming Manette Plus,Gaming,Manette,1952.12,432,5.0,2025-01-31 10:25:45.743084,Premium Xiaomi Gaming Manette Plus. Design moderne. Idéal pour manette. Catégorie Gaming.
312,LG Ordinateurs Desktop Max,Ordinateurs,Desktop,1054.02,370,4.7,2025-02-17 10:25:45.743084,Premium LG Ordinateurs Desktop Max. Haute performance. Idéal pour desktop. Catégorie Ordinateurs.
313,Acer Smart Home Alarme Pro,Smart Home,Alarme,348.76,425,3.5,2023-12-11 10:25:45.743084,Premium Acer Smart Home Alarme Pro. Haute performance. Idéal pour alarme. Catégorie Smart Home.
314,Asus Photo Drone Plus,Photo,Drone,2343.33,228,4.3,2023-12-08 10:25:45.743084,Performant Asus Photo Drone Plus. Interface intuitive. Idéal pour drone. Catégorie Photo.
315,Xiaomi Ordinateurs Laptop Lite,Ordinateurs,Laptop,649.18,11,3.6,2024-05-04 10:25:45.743084,Révolutionnaire Xiaomi Ordinateurs Laptop Lite. Connectivité avancée. Idéal pour laptop. Catégorie Ordinateurs.
316,Samsung Photo Objectif Standard,Photo,Objectif,2519.26,216,4.8,2025-05-28 10:25:45.743084,Performant Samsung Photo Objectif Standard. Longue autonomie. Idéal pour objectif. Catégorie Photo.
317,Samsung Audio Casque Bluetooth Plus,Audio,Casque Bluetooth,272.88,477,4.7,2025-09-10 10:25:45.743084,Compact Samsung Audio Casque Bluetooth Plus. Longue autonomie. Idéal pour casque bluetooth. Catégorie Audio.
318,Acer Smartphones Android Standard,Smartphones,Android,1311.09,78,5.0,2024-09-10 10:25:45.743084,Révolutionnaire Acer Smartphones Android Standard. Connectivité avancée. Idéal pour android. Catégorie Smartphones.
319,Lenovo Gaming Console Lite,Gaming,Console,1518.23,374,4.4,2024-04-21 10:25:45.743084,Élégant Lenovo Gaming Console Lite. Interface intuitive. Idéal pour console. Catégorie Gaming.
320,LG Ordinateurs Workstation Max,Ordinateurs,Workstation,698.26,35,4.3,2025-03-22 10:25:45.743084,Compact LG Ordinateurs Workstation Max. Interface intuitive. Idéal pour workstation. Catégorie Ordinateurs.
321,Xiaomi Accessoires Cable Pro,Accessoires,Cable,49.74,263,4.3,2025-01-19 10:25:45.743084,Polyvalent Xiaomi Accessoires Cable Pro. Longue autonomie. Idéal pour cable. Catégorie Accessoires.
322,Lenovo Ordinateurs Laptop Lite,Ordinateurs,Laptop,1279.72,27,4.1,2024-03-21 10:25:45.743084,Élégant Lenovo Ordinateurs Laptop Lite. Design moderne. Idéal pour laptop. Catégorie Ordinateurs.
323,Acer Smart Home Alarme Plus,Smart Home,Alarme,102.38,371,4.2,2024-09-19 10:25:45.743084,Révolutionnaire Acer Smart Home Alarme Plus. Interface intuitive. Idéal pour alarme. Catégorie Smart Home.
324,Xiaomi Gaming Jeux Pro,Gaming,Jeux,1022.42,85,4.5,2024-12-07 10:25:45.743084,Élégant Xiaomi Gaming Jeux Pro. Connectivité avancée. Idéal pour jeux. Catégorie Gaming.
325,Dell Smartphones Feature Phone Max,Smartphones,Feature Phone,1479.6,187,4.9,2025-03-18 10:25:45.743084,Polyvalent Dell Smartphones Feature Phone Max. Haute performance. Idéal pour feature phone. Catégorie Smartphones.
326,Lenovo Tablettes Windows Tablet Pro,Tablettes,Windows Tablet,690.34,304,4.4,2024-02-25 10:25:45.743084,Puissant Lenovo Tablettes Windows Tablet Pro. Haute performance. Idéal pour windows tablet. Catégorie Tablettes.
327,Samsung Smartphones Feature Phone Pro,Smartphones,Feature Phone,1164.45,253,4.8,2025-06-09 10:25:45.743084,Élégant Samsung Smartphones Feature Phone Pro. Design moderne. Idéal pour feature phone. Catégorie Smartphones.
328,Xiaomi Gaming Manette Max,Gaming,Manette,1429.29,421,4.8,2025-09-26 10:25:45.743084,Révolutionnaire Xiaomi Gaming Manette Max. Longue autonomie. Idéal pour manette. Catégorie Gaming.
329,Samsung Ordinateurs Desktop Standard,Ordinateurs,Desktop,2624.78,79,4.3,2025-03-21 10:25:45.743084,Premium Samsung Ordinateurs Desktop Standard. Design moderne. Idéal pour desktop. Catégorie Ordinateurs.
330,LG Gaming PC Gaming Standard,Gaming,PC Gaming,588.3,185,4.0,2025-09-10 10:25:45.743084,Compact LG Gaming PC Gaming Standard. Connectivité avancée. Idéal pour pc gaming. Catégorie Gaming.
331,Acer Smart Home Thermostat Plus,Smart Home,Thermostat,389.22,4,4.5,2025-05-25 10:25:45.743084,Révolutionnaire Acer Smart Home Thermostat Plus. Interface intuitive. Idéal pour thermostat. Catégorie Smart Home.
332,LG Photo Objectif Standard,Photo,Objectif,4442.37,45,4.2,2025-05-10 10:25:45.743084,Élégant LG Photo Objectif Standard. Design moderne. Idéal pour objectif. Catégorie Photo.
333,LG Smartphones Android Pro,Smartphones,Android,422.96,353,3.6,2025-06-12 10:25:45.743084,Puissant LG Smartphones Android Pro. Design moderne. Idéal pour android. Catégorie Smartphones.
334,Lenovo Tablettes iPad Max,Tablettes,iPad,514.14,496,4.1,2025-02-28 10:25:45.743084,Révolutionnaire Lenovo Tablettes iPad Max. Design moderne. Idéal pour ipad. Catégorie Tablettes.
335,Acer Accessoires Cable Plus,Accessoires,Cable,194.32,101,5.0,2025-03-06 10:25:45.743084,Puissant Acer Accessoires Cable Plus. Haute performance. Idéal pour cable. Catégorie Accessoires.
336,Lenovo Audio Écouteurs Plus,Audio,Écouteurs,396.97,458,3.6,2025-06-02 10:25:45.743084,Innovant Lenovo Audio Écouteurs Plus. Haute performance. Idéal pour écouteurs. Catégorie Audio.
337,Lenovo Photo Objectif Pro,Photo,Objectif,1628.18,1,4.5,2024-04-13 10:25:45.743084,Performant Lenovo Photo Objectif Pro. Longue autonomie. Idéal pour objectif. Catégorie Photo.
338,LG Accessoires Clavier Max,Accessoires,Clavier,117.15,216,4.8,2025-04-06 10:25:45.743084,Compact LG Accessoires Clavier Max. Haute performance. Idéal pour clavier. Catégorie Accessoires.
339,Dell Tablettes iPad Lite,Tablettes,iPad,574.54,24,4.5,2024-01-01 10:25:45.743084,Performant Dell Tablettes iPad Lite. Interface intuitive. Idéal pour ipad. Catégorie Tablettes.
340,Dell Wearables Lunettes AR Plus,Wearables,Lunettes AR,442.98,256,4.4,2024-12-09 10:25:45.743084,Polyvalent Dell Wearables Lunettes AR Plus. Haute performance. Idéal pour lunettes ar. Catégorie Wearables.
341,Samsung Ordinateurs Laptop Plus,Ordinateurs,Laptop,1387.92,222,4.6,2024-07-31 10:25:45.743084,Révolutionnaire Samsung Ordinateurs Laptop Plus. Design moderne. Idéal pour laptop. Catégorie Ordinateurs.
342,HP Accessoires Cable Pro,Accessoires,Cable,63.07,452,4.1,2025-03-25 10:25:45.743084,Innovant HP Accessoires Cable Pro. Interface intuitive. Idéal pour cable. Catégorie Accessoires.
343,Acer Gaming PC Gaming Max,Gaming,PC Gaming,1414.57,423,3.6,2025-07-02 10:25:45.743084,Élégant Acer Gaming PC Gaming Max. Longue autonomie. Idéal pour pc gaming. Catégorie Gaming.
344,Apple Ordinateurs Laptop Lite,Ordinateurs,Laptop,2446.35,323,4.9,2024-11-25 10:25:45.743084,Révolutionnaire Apple Ordinateurs Laptop Lite. Longue autonomie. Idéal pour laptop. Catégorie Ordinateurs.
345,Xiaomi Photo Drone Lite,Photo,Drone,4407.6,498,4.1,2025-07-28 10:25:45.743084,Élégant Xiaomi Photo Drone Lite. Haute performance. Idéal pour drone. Catégorie Photo.
346,Asus Gaming Console Pro,Gaming,Console,479.59,68,4.5,2025-09-27 10:25:45.743084,Performant Asus Gaming Console Pro. Longue autonomie. Idéal pour console. Catégorie Gaming.
347,Acer Photo Drone Lite,Photo,Drone,4167.42,196,4.3,2024-10-31 10:25:45.743084,Innovant Acer Photo Drone Lite. Connectivité avancée. Idéal pour drone. Catégorie Photo.
348,HP Ordinateurs Laptop Plus,Ordinateurs,Laptop,1137.0,271,3.6,2024-08-22 10:25:45.743084,Compact HP Ordinateurs Laptop Plus. Design moderne. Idéal pour laptop. Catégorie Ordinateurs.
349,Acer Smartphones Android Lite,Smartphones,Android,755.54,181,4.9,2024-09-28 10:25:45.743084,Premium Acer Smartphones Android Lite. Haute performance. Idéal pour android. Catégorie Smartphones.
350,Xiaomi Tablettes Windows Tablet Lite,Tablettes,Windows Tablet,1096.52,446,4.7,2024-01-06 10:25:45.743084,Premium Xiaomi Tablettes Windows Tablet Lite. Interface intuitive. Idéal pour windows tablet. Catégorie Tablettes.
351,Xiaomi Smartphones Feature Phone Pro,Smartphones,Feature Phone,790.85,17,3.7,2023-12-03 10:25:45.743084,Compact Xiaomi Smartphones Feature Phone Pro. Connectivité avancée. Idéal pour feature phone. Catégorie Smartphones.
352,Acer Smart Home Éclairage Standard,Smart Home,Éclairage,138.68,106,5.0,2025-07-01 10:25:45.743084,Premium Acer Smart Home Éclairage Standard. Design moderne. Idéal pour éclairage. Catégorie Smart Home.
353,Apple Audio Écouteurs Plus,Audio,Écouteurs,105.14,16,4.6,2023-12-21 10:25:45.743084,Polyvalent Apple Audio Écouteurs Plus. Haute performance. Idéal pour écouteurs. Catégorie Audio.
354,Asus Smartphones iPhone Max,Smartphones,iPhone,814.88,124,4.2,2024-03-15 10:25:45.743084,Élégant Asus Smartphones iPhone Max. Haute performance. Idéal pour iphone. Catégorie Smartphones.
355,Acer Smart Home Thermostat Standard,Smart Home,Thermostat,393.2,482,4.4,2024-11-14 10:25:45.743084,Élégant Acer Smart Home Thermostat Standard. Design moderne. Idéal pour thermostat. Catégorie Smart Home.
356,HP Gaming Jeux Pro,Gaming,Jeux,1994.97,81,3.7,2024-10-27 10:25:45.743084,Premium HP Gaming Jeux Pro. Connectivité avancée. Idéal pour jeux. Catégorie Gaming.
357,Lenovo Smartphones Android Plus,Smartphones,Android,1223.63,3,4.3,2025-06-24 10:25:45.743084,Innovant Lenovo Smartphones Android Plus. Interface intuitive. Idéal pour android. Catégorie Smartphones.
358,Apple Tablettes Android Tablet Max,Tablettes,Android Tablet,1070.86,114,3.6,2023-12-02 10:25:45.743084,Premium Apple Tablettes Android Tablet Max. Interface intuitive. Idéal pour android tablet. Catégorie Tablettes.
359,Apple Smartphones Feature Phone Plus,Smartphones,Feature Phone,1172.18,350,4.3,2025-08-06 10:25:45.743084,Élégant Apple Smartphones Feature Phone Plus. Connectivité avancée. Idéal pour feature phone. Catégorie Smartphones.
360,Apple Composants Processeur Standard,Composants,Processeur,1796.1,350,4.3,2024-10-19 10:25:45.743084,Élégant Apple Composants Processeur Standard. Interface intuitive. Idéal pour processeur. Catégorie Composants.
361,Acer Accessoires Souris Max,Accessoires,Souris,24.5,136,4.8,2024-11-28 10:25:45.743084,Révolutionnaire Acer Accessoires Souris Max. Design moderne. Idéal pour souris. Catégorie Accessoires.
362,Sony Wearables Bracelet Connecté Pro,Wearables,Bracelet Connecté,750.95,286,4.6,2024-02-12 10:25:45.743084,Révolutionnaire Sony Wearables Bracelet Connecté Pro. Longue autonomie. Idéal pour bracelet connecté. Catégorie Wearables.
363,Apple Tablettes Android Tablet Pro,Tablettes,Android Tablet,566.23,388,3.9,2025-01-16 10:25:45.743084,Compact Apple Tablettes Android Tablet Pro. Interface intuitive. Idéal pour android tablet. Catégorie Tablettes.
364,LG Wearables Bracelet Connecté Plus,Wearables,Bracelet Connecté,745.13,227,4.8,2024-10-23 10:25:45.743084,Révolutionnaire LG Wearables Bracelet Connecté Plus. Design moderne. Idéal pour bracelet connecté. Catégorie Wearables.
365,Lenovo Ordinateurs Ultrabook Max,Ordinateurs,Ultrabook,689.33,15,4.4,2024-11-04 10:25:45.743084,Innovant Lenovo Ordinateurs Ultrabook Max. Connectivité avancée. Idéal pour ultrabook. Catégorie Ordinateurs.
366,Acer Composants RAM Standard,Composants,RAM,1444.72,297,4.4,2024-12-30 10:25:45.743084,Innovant Acer Composants RAM Standard. Design moderne. Idéal pour ram. Catégorie Composants.
367,Acer Smart Home Thermostat Standard,Smart Home,Thermostat,381.06,424,3.8,2024-10-29 10:25:45.743084,Compact Acer Smart Home Thermostat Standard. Interface intuitive. Idéal pour thermostat. Catégorie Smart Home.
368,Lenovo Tablettes Windows Tablet Lite,Tablettes,Windows Tablet,1196.76,463,4.8,2024-01-01 10:25:45.743084,Puissant Lenovo Tablettes Windows Tablet Lite. Connectivité avancée. Idéal pour windows tablet. Catégorie Tablettes.
369,Acer Gaming Manette Max,Gaming,Manette,1583.94,211,4.9,2025-09-12 10:25:45.743084,Performant Acer Gaming Manette Max. Interface intuitive. Idéal pour manette. Catégorie Gaming.
370,Apple Gaming Manette Pro,Gaming,Manette,888.63,245,4.7,2024-07-12 10:25:45.743084,Puissant Apple Gaming Manette Pro. Design moderne. Idéal pour manette. Catégorie Gaming.
371,Dell Wearables Bracelet Connecté Max,Wearables,Bracelet Connecté,490.07,285,4.9,2024-07-15 10:25:45.743084,Puissant Dell Wearables Bracelet Connecté Max. Interface intuitive. Idéal pour bracelet connecté. Catégorie Wearables.
372,Sony Tablettes iPad Lite,Tablettes,iPad,534.88,281,4.0,2024-07-02 10:25:45.743084,Compact Sony Tablettes iPad Lite. Haute performance. Idéal pour ipad. Catégorie Tablettes.
373,Samsung Accessoires Clavier Lite,Accessoires,Clavier,47.24,176,4.8,2025-08-29 10:25:45.743084,Innovant Samsung Accessoires Clavier Lite. Interface intuitive. Idéal pour clavier. Catégorie Accessoires.
374,Asus Wearables Bracelet Connecté Pro,Wearables,Bracelet Connecté,273.95,30,4.2,2024-09-19 10:25:45.743084,Puissant Asus Wearables Bracelet Connecté Pro. Interface intuitive. Idéal pour bracelet connecté. Catégorie Wearables.
375,Dell Gaming Jeux Lite,Gaming,Jeux,599.62,49,3.7,2025-07-03 10:25:45.743084,Innovant Dell Gaming Jeux Lite. Connectivité avancée. Idéal pour jeux. Catégorie Gaming.
376,Lenovo Accessoires Souris Pro,Accessoires,Souris,114.27,142,4.5,2024-01-30 10:25:45.743084,Performant Lenovo Accessoires Souris Pro. Interface intuitive. Idéal pour souris. Catégorie Accessoires.
377,Dell Gaming PC Gaming Max,Gaming,PC Gaming,1831.09,51,4.5,2024-01-11 10:25:45.743084,Élégant Dell Gaming PC Gaming Max. Connectivité avancée. Idéal pour pc gaming. Catégorie Gaming.
378,Asus Ordinateurs Ultrabook Lite,Ordinateurs,Ultrabook,2781.82,232,3.9,2024-09-12 10:25:45.743084,Compact Asus Ordinateurs Ultrabook Lite. Haute performance. Idéal pour ultrabook. Catégorie Ordinateurs.
379,Asus Gaming Manette Plus,Gaming,Manette,298.57,165,3.5,2024-03-01 10:25:45.743084,Polyvalent Asus Gaming Manette Plus. Design moderne. Idéal pour manette. Catégorie Gaming.
380,HP Smartphones Android Standard,Smartphones,Android,303.87,37,3.8,2024-10-15 10:25:45.743084,Compact HP Smartphones Android Standard. Interface intuitive. Idéal pour android. Catégorie Smartphones.
